PC,Eigenvalue,Explained_Variance_Ratio,Explained_Variance_Percent,Cumulative_Variance_Percent
PC1,1.2617430233240143,0.31543575583100364,31.543575583100363,31.543575583100363
PC2,1.109779507886351,0.2774448769715878,27.74448769715878,59.288063280259145
PC3,0.8440294129146122,0.2110073532286531,21.10073532286531,80.38879860312446
PC4,0.784448055875022,0.19611201396875555,19.611201396875554,100.00000000000001
