Canonical_Species,Afzelia africana,Albizia auxilary,Albizia ferruginea,Albizia zygia,Alstonia boonei,Amphimas tetracoides,Aningeria robusta,Annonidium manni,Anthocleista djalonensis,Anthocleista vogelii,Anthonotha macrophylla,Artocarpus communis,Bambusa vulgaris,Baphia nitida,Blighia sapida,Blighia unijigata,Bombax buonopozense,Bosqueia angolensis,Brachystegia eurycoma,Bridelia ferruginea,Carica papaya,Cassia saimen,Ceiba pentandra,Celtis zenkeri,Chrysophyllum albidum,Chrysophylum albidum,Citrus sinenses,Cleistoformis patens,Cleistopholis patens,Cola nitida,Cola species,Corynante pachycercus,Dialium guineense,Dialium guinensis,Diallium guineense,Dillenia indica,Diospyros dendo,Diospyros soubreana,Diospyros undebunda,Diospyrous dendo,Diospyrous melistoformis,Diospyrous mespiliformis,Dracena manni,Drypetes,Drypetes species,Elaeis guineense,Elaeis guineensis,Elaeis guinensis,Ficus exasperata,Ficus mucosa,Ficus mucuso,Funtumia africana,Funtumia elastica,Garcinia kola,Gmelina arborea,Grewia pubescens,Harungana madagascariensis,Hexalobus crispiflorus,Hildegardia barteri,Holarrhena floribunda,Homalium alymeri,Homalium aylmeri,Irvinga gabonensis,Lecaniodiscus cupaniodes,Lecaniodiscus cupanioides,Lonchocarpus cilliata,Lonchocarpus cyanescens,Macaranga barteri,Macranga bateri,Maesobotrya barteri,Margaritaria discoidea,Margartaria discoidea,Melacantha alnifolia,Milicia excelsa,Millettia thoningii,Mitragyna cilliata,Monodora tenuifolia,Musanga cecropiodes,Musanga cecropioides,Musanga cecropoides,Musanga cecropoidies,Myrianthus arboreus,Nauclea diderrichi,Nauclea diderrichii,Nesodogornia papaverifera,Nesodogornia papaverivera,Nesogordonia papaverifera,Nothospondia staudtii,Nuclea diderrichi,Pavetta corymbosa,Pavetta corymbosia,Picralima nitida,Piptadeniastrum africanum,Pterocarpus osun,Pterocarpus santoxyloides,Pycanthus angolensis,Pycnanthus angolensis,Raulvolfia vomitoria,Rauvolvia vomitoria,Ricinidendron heudeloti,Ricinodendron heudeloti,Ricinodendron heudelotii,Ricinodendron heudeotii,Rinorea dentata,Rothmania hispida,Scotellia coriacea,Scotellia coriaceae,Scotellia coricea,Spondia mombin,Sterculia oblonga,Sterculia rhinopetala,Sterculia tragacantha,Strombosia postulata,Strombosia pustulata,Strombosia putulata,Termialia superba,Terminalia superba,Tetrapleura tetraptera,Theobroma cacao,Trema orientalis,Trichilia gilgiana,Trichilia monadelpha,Uapaca heudeloti,Uapaca heudelotii,Zanthoxylum xanthoxyloides,Zanthoxylum zanthoxyloides
Harungana madagascariensis,3.718605443479846,1.952930853759746,2.3843378062376317,2.2264739540859657,1.5175556044821679,2.9037681377512388,2.4761903069451905,3.449424748303561,1.9896380483757616,2.533095802341232,4.223339395060293,3.538055440017133,2.8097481478218786,3.4018298427786773,3.6385031998901947,2.3687921192403922,2.731628447371571,2.6238575236909316,3.9322182632321527,2.5060405711805127,3.5398618840054406,2.0193659513382594,3.029133175598107,2.9282591074935107,4.00488407898684,4.00488407898684,2.48408497820005,3.151164422057091,3.151164422057091,3.2941325150454204,2.9024082418201615,2.4858691123420713,3.1621014491774417,3.1621014491774417,3.1621014491774417,1.3650237138592693,2.9479667527152245,3.1203106915578687,2.8660685001021644,2.9479667527152245,3.1032214508457923,3.0330042654177443,2.990449063813879,2.7466425573597286,2.7466425573597286,3.1232171203921313,3.1232171203921313,3.1232171203921313,1.0710978806250449,1.3629067283933407,1.3629067283933407,1.348329550058492,1.3776134582971304,3.9545620538875657,2.604019318609179,2.6346332142911653,0.0,3.071769898568156,2.4699322671955013,1.4704227379869947,2.978282950658406,2.978282950658406,4.527027596661308,2.9857976575189773,2.9857976575189773,3.065805679461,3.798850386661061,2.0554413825969897,2.0554413825969897,2.5047538426235687,2.324449643477128,2.324449643477128,1.1309472161862557,2.7402199018451663,2.4958586744113225,2.2286654948729834,2.968538913346932,1.4638262836212776,1.4638262836212776,1.4638262836212776,1.4638262836212776,2.8624673615601077,2.8724242334633407,2.8724242334633407,2.2388528183645366,2.2388528183645366,2.2388528183645366,1.8174741292460792,2.8724242334633407,2.640282956922458,2.640282956922458,3.5058065317579126,3.011362845748966,3.334627681615655,3.908574951059518,3.1472667687801046,3.1472667687801046,6.027211158355624,6.027211158355624,3.5526131783067516,3.5526131783067516,3.5526131783067516,3.5526131783067516,3.170452449048524,3.0764138285614084,3.0636717657986257,3.0636717657986257,3.0636717657986257,1.2312650592484393,2.955882967358993,2.952274998160963,2.64409834629591,3.1627547849753364,3.1627547849753364,3.1627547849753364,3.1572264508420242,2.0487279301440915,2.186809520255909,3.4589495983599114,0.940224939238317,2.26267871098686,2.672977373623439,2.1574991318707575,2.1574991318707575,2.4677393643764884,2.4677393643764884
Hexalobus crispiflorus,1.2013668251173955,1.4701199227012027,2.095696480765215,1.6039492894601883,2.3304949134220854,2.163605316652756,2.0401165875690355,1.211541493140401,3.2584550954097775,1.5349100392173387,1.3201748931588326,1.1506389701827866,1.8643140684085464,2.552609948505436,1.408409350324033,0.9738759242762579,2.573151485980866,0.7379843252685271,1.5080389994211276,2.2378686963180847,3.673563772187196,2.5765807399887555,3.318693947767486,2.0114010961182895,2.715747631163575,2.715747631163575,2.1832516838125793,1.4978301492634276,1.4978301492634276,0.5849303091009611,1.2975947669477883,1.6938522049441114,2.0619816783930682,2.0619816783930682,2.0619816783930682,2.1915749657066375,2.852279428729445,3.051004974014979,1.8668059545326043,2.852279428729445,2.5119168972609955,2.451822367658609,1.7329481571010277,1.9102372986945393,1.9102372986945393,1.4966360525186002,1.4966360525186002,1.4966360525186002,3.8086291606691893,3.900788026160706,3.900788026160706,1.8984013010952094,2.0780445285374163,2.164301967030866,1.0596865841803538,1.5654229535171698,3.071769898568156,0.0,1.4883321492452601,2.1733330098412202,2.3959291414063735,2.3959291414063735,2.4036481325234544,1.5220271030075763,1.5220271030075763,1.9784498955665124,2.770903244098231,1.442208491619058,1.442208491619058,1.733249949355392,2.5279492690510628,2.5279492690510628,1.9926237356189553,3.5945998578844804,1.5185850112013493,1.2515232448417515,0.9750013769800678,3.767201776313537,3.767201776313537,3.767201776313537,3.767201776313537,1.7058113930854064,3.654983620547177,3.654983620547177,1.9990558604501325,1.9990558604501325,1.9990558604501325,1.5536460982350924,3.654983620547177,2.4203430151195104,2.4203430151195104,1.9633220875813324,2.123552411638281,2.119784758397428,1.61866380770456,1.044940893700556,1.044940893700556,5.1164913265729925,5.1164913265729925,2.2516562079251177,2.2516562079251177,2.2516562079251177,2.2516562079251177,2.098980124095485,2.0695992472422233,2.3062073844813904,2.3062073844813904,2.3062073844813904,2.019147352939626,1.2284800895225965,1.5922057462677366,1.3616938453259115,2.602798741072676,2.602798741072676,2.602798741072676,3.058531524773996,1.8561160822427465,1.2148868770179337,1.3924328438464209,3.1758531227215827,1.1977231036391063,0.7182315146081769,1.2807868518272565,1.2807868518272565,2.7374406085447616,2.7374406085447616
Hildegardia barteri,2.4740354707750964,1.8958001995312825,1.9920498016949848,1.7134848214505576,1.3270436440402533,2.5071159653175568,2.010382839403197,1.4654391738875763,2.940558101218064,1.4713553929546974,2.761496030141104,1.5607170823612488,2.7767799133077857,3.588446864822563,2.7795450118361447,1.7306236468681149,1.6956726842194794,1.471011615490751,2.5663180706242383,2.880182310434303,2.9062282735672813,3.0225816985626563,2.401442771208642,2.46281793768737,2.942230406094329,2.942230406094329,2.924881464297827,0.773756359436184,0.773756359436184,2.0232824399850413,2.3394229221093608,2.538295640830452,2.9905715686169776,2.9905715686169776,2.9905715686169776,2.3223678442193054,3.568182060916703,3.7530575009288936,2.7741414869207155,3.568182060916703,3.235786253793245,3.1396104316466906,1.9191151486863267,2.8426283814219766,2.8426283814219766,2.2836810757211654,2.2836810757211654,2.2836810757211654,3.0883510483706993,2.9868015185434067,2.9868015185434067,1.274304755601258,1.3473780211587163,3.405349009938071,1.2031816025352922,2.2405741607933796,2.4699322671955013,1.4883321492452601,0.0,1.9581063868087658,2.8879509137587718,2.8879509137587718,3.6212116445518037,2.6267104714695018,2.6267104714695018,2.8871173902230045,3.576265422159148,1.331261150658004,1.331261150658004,2.4620666024766504,2.773332090648913,2.773332090648913,1.7840436084321685,3.102759378618229,2.341824270715881,1.2570892858224034,1.976750748341953,2.7577284184554474,2.7577284184554474,2.7577284184554474,2.7577284184554474,1.926399689674218,3.4524586287532393,3.4524586287532393,2.4311862337531744,2.4311862337531744,2.4311862337531744,1.6784962398833119,3.4524586287532393,2.996788717530819,2.996788717530819,3.1700931637979206,2.33200437366517,2.5828381447402124,2.2678939000497214,1.1662596169911217,1.1662596169911217,5.184523285813417,5.184523285813417,1.4187274792139866,1.4187274792139866,1.4187274792139866,1.4187274792139866,2.858781530439935,2.9952656759633247,2.3899336640381668,2.3899336640381668,2.3899336640381668,1.2856561598697862,1.8713927887327222,2.3797306477079623,0.972641955952785,3.1561120957624365,3.1561120957624365,3.1561120957624365,2.659942085784871,1.5590032780034773,1.840758110688043,1.9827248652424818,2.276053440080504,1.6241765323177184,1.4679894020396853,1.8067325271612493,1.8067325271612493,3.3543796604233647,3.3543796604233647
Holarrhena floribunda,2.8611057461756495,0.9907669329445684,2.516011458630508,1.1707448025593878,1.8899860903356813,2.722192967963147,2.556874638684604,2.5965113731581266,1.3017170456732268,1.2674779167330754,3.2573467492040873,2.729139200210526,1.7537988391694856,2.476183133557483,2.900153786888651,1.7164395108750712,2.232197847256143,2.0112586155554633,3.4123943545269504,1.4616847813425595,2.6737452740908756,2.013058648936051,3.5073892732844687,1.9562725746076157,3.8816831674524077,3.8816831674524077,1.9794998069317407,2.5224625035046855,2.5224625035046855,2.386394985907319,1.7476601093127306,1.810230711122217,2.1292334918181273,2.1292334918181273,2.1292334918181273,1.1900983647909855,2.84616390874763,2.8480838788421097,1.7656454368600374,2.84616390874763,3.09143975926006,3.0319001875990508,1.7596388680369333,1.876543941307983,1.876543941307983,2.657587975826637,2.657587975826637,2.657587975826637,1.8287224184914403,2.3848633413065667,2.3848633413065667,1.4018666028699276,1.6209076528326924,3.4554307630496828,2.2204408429256985,1.7990834709454024,1.4704227379869947,2.1733330098412202,1.9581063868087658,0.0,2.9338415208368716,2.9338415208368716,4.033333127535031,1.9546861558989788,1.9546861558989788,1.9416535525015703,2.4652288238996967,0.9896850269148841,0.9896850269148841,1.3885028393199224,1.8385115442006636,1.8385115442006636,0.968070982876724,2.8559129833957573,1.5725585151125967,1.4968440649141683,1.7997928923012825,2.0418870345967632,2.0418870345967632,2.0418870345967632,2.0418870345967632,1.598375446466989,2.7104574372056516,2.7104574372056516,1.755375215426259,1.755375215426259,1.755375215426259,1.5835050992383042,2.7104574372056516,1.461164446346594,1.461164446346594,2.9497532971027653,2.863885709124922,2.3554339038870067,2.627487925789447,2.631544851503681,2.631544851503681,4.890045464591637,4.890045464591637,3.3172820471053344,3.3172820471053344,3.3172820471053344,3.3172820471053344,1.8133509247587734,1.9263794585113256,2.875310860890141,2.875310860890141,2.875310860890141,1.0405871301354108,2.6215835749934007,2.6482885059294192,2.1830425138104363,3.138082346147282,3.138082346147282,3.138082346147282,3.559435822259082,2.1681549511937477,1.460659307110771,2.205949556911232,1.9605747399885536,1.1536210626485401,1.5520044256538879,1.5230898547484724,1.5230898547484724,1.8799560530718522,1.8799560530718522
Homalium alymeri,1.9844609295802764,2.2717493324739992,1.1646016165984672,2.330656613923789,2.5463732573383027,0.6737166103298609,1.095616617276288,3.4741146823492817,3.630564157141851,3.015738743549844,2.9410780698615837,3.3756812188655094,2.4524682747346622,2.778394467724757,2.0546079785751115,1.8086667928960172,3.200467572915447,1.73250300951569,2.075530502752504,2.952691571014853,5.0574580798508375,2.050961783173719,2.8375632712349774,2.255739407439682,1.7110391260049531,1.7110391260049531,2.4505961942300574,3.3498652311922172,3.3498652311922172,2.1692218576467694,2.6230281024075293,1.7611551024309038,2.317161204816038,2.317161204816038,2.317161204816038,2.2567777794408603,2.6746738695794687,3.3533679480946166,2.4771530051901944,2.6746738695794687,2.0742488882330963,2.086198467636435,3.764115302659065,2.234782935226529,2.234782935226529,2.68194908923295,2.68194908923295,2.68194908923295,3.7762819562305805,3.4910599163214435,3.4910599163214435,2.2661063156396826,2.2321371192127857,2.0657307293002014,2.280289047872016,2.977604664843128,2.978282950658406,2.3959291414063735,2.8879509137587718,2.9338415208368716,0.0,0.0,2.172799068149445,2.3286474236550436,2.3286474236550436,2.497923610307237,3.689816971005954,2.9562481381956185,2.9562481381956185,2.7601502965270313,1.8783760892544998,1.8783760892544998,2.1876227480019774,2.7377192457378743,1.9635713641333903,1.9801608457305442,2.860477105057706,4.270770139260082,4.270770139260082,4.270770139260082,4.270770139260082,2.9191077310984705,2.8507232955906363,2.8507232955906363,1.3828460710591721,1.3828460710591721,1.3828460710591721,2.1364423975298013,2.8507232955906363,3.087481831557148,3.087481831557148,1.9800256346651417,0.9597442323365316,2.4513677843418282,3.4476615778731636,2.3301655838056123,2.3301655838056123,6.005587952534139,6.005587952534139,3.2161408876543054,3.2161408876543054,3.2161408876543054,3.2161408876543054,3.156185411517596,2.715938509688239,1.277637604808074,1.277637604808074,1.277637604808074,2.5737420683313186,1.538073755842655,0.9914810631661124,2.9996406789779315,0.27683422782327644,0.27683422782327644,0.27683422782327644,1.9524332401950601,1.595359217303348,1.7588765257961072,3.652260131440595,2.9127887335854523,2.262994227723505,2.6034929544197385,1.579615659763147,1.579615659763147,2.589497933023984,2.589497933023984
Homalium aylmeri,1.9844609295802764,2.2717493324739992,1.1646016165984672,2.330656613923789,2.5463732573383027,0.6737166103298609,1.095616617276288,3.4741146823492817,3.630564157141851,3.015738743549844,2.9410780698615837,3.3756812188655094,2.4524682747346622,2.778394467724757,2.0546079785751115,1.8086667928960172,3.200467572915447,1.73250300951569,2.075530502752504,2.952691571014853,5.0574580798508375,2.050961783173719,2.8375632712349774,2.255739407439682,1.7110391260049531,1.7110391260049531,2.4505961942300574,3.3498652311922172,3.3498652311922172,2.1692218576467694,2.6230281024075293,1.7611551024309038,2.317161204816038,2.317161204816038,2.317161204816038,2.2567777794408603,2.6746738695794687,3.3533679480946166,2.4771530051901944,2.6746738695794687,2.0742488882330963,2.086198467636435,3.764115302659065,2.234782935226529,2.234782935226529,2.68194908923295,2.68194908923295,2.68194908923295,3.7762819562305805,3.4910599163214435,3.4910599163214435,2.2661063156396826,2.2321371192127857,2.0657307293002014,2.280289047872016,2.977604664843128,2.978282950658406,2.3959291414063735,2.8879509137587718,2.9338415208368716,0.0,0.0,2.172799068149445,2.3286474236550436,2.3286474236550436,2.497923610307237,3.689816971005954,2.9562481381956185,2.9562481381956185,2.7601502965270313,1.8783760892544998,1.8783760892544998,2.1876227480019774,2.7377192457378743,1.9635713641333903,1.9801608457305442,2.860477105057706,4.270770139260082,4.270770139260082,4.270770139260082,4.270770139260082,2.9191077310984705,2.8507232955906363,2.8507232955906363,1.3828460710591721,1.3828460710591721,1.3828460710591721,2.1364423975298013,2.8507232955906363,3.087481831557148,3.087481831557148,1.9800256346651417,0.9597442323365316,2.4513677843418282,3.4476615778731636,2.3301655838056123,2.3301655838056123,6.005587952534139,6.005587952534139,3.2161408876543054,3.2161408876543054,3.2161408876543054,3.2161408876543054,3.156185411517596,2.715938509688239,1.277637604808074,1.277637604808074,1.277637604808074,2.5737420683313186,1.538073755842655,0.9914810631661124,2.9996406789779315,0.27683422782327644,0.27683422782327644,0.27683422782327644,1.9524332401950601,1.595359217303348,1.7588765257961072,3.652260131440595,2.9127887335854523,2.262994227723505,2.6034929544197385,1.579615659763147,1.579615659763147,2.589497933023984,2.589497933023984
Irvinga gabonensis,1.6760713666629896,3.070782527045456,2.7767316804063933,3.3951512317143777,3.929887815339624,2.437708355520262,2.6656948961289215,3.2955536487952957,5.0015072571110695,3.7408545396945474,1.8433635561575559,3.090445249667016,2.8791802597277405,2.9649204727168565,1.282235953840241,2.3673227108162713,4.478842066856379,2.264381685903792,1.1846007469249822,3.478952458992864,5.9845632137575455,3.0773101735280064,4.309565371923288,3.272175969962348,2.545956110920636,2.545956110920636,2.8501718331192674,3.633830151359552,3.633830151359552,1.9561360964795111,2.7408816322114813,2.432170969622158,2.846814098751409,2.846814098751409,2.846814098751409,3.3932196889951087,2.8696587923504935,3.397937176020335,2.921815446882871,2.8696587923504935,2.1421482003720422,2.184282360671932,3.9471189761102456,2.6701163905171397,2.6701163905171397,2.3371667861660606,2.3371667861660606,2.3371667861660606,5.424378449649529,5.36095837309884,5.36095837309884,3.534260982842239,3.6221572591612006,0.9242587501828355,2.6451603379636413,3.0526674550954214,4.527027596661308,2.4036481325234544,3.6212116445518037,4.033333127535031,2.172799068149445,2.172799068149445,0.0,2.490239927873776,2.490239927873776,2.9743066833575096,3.9603235552993685,3.5995206968246993,3.5995206968246993,3.156673195111114,3.458749641091953,3.458749641091953,3.4957654991022236,4.678917821774788,2.6426773331103046,3.0417120830116233,2.8614794823914416,5.669309892267522,5.669309892267522,5.669309892267522,5.669309892267522,3.6527004382145525,4.680365574534914,4.680365574534914,2.842137889646158,2.842137889646158,2.842137889646158,2.9289696496191966,4.680365574534914,3.7417623586453854,3.7417623586453854,1.4586438519534302,2.493238793514166,3.3284474800017794,3.4648233937445294,2.6254739483302583,2.6254739483302583,6.614126432303815,6.614126432303815,3.7536486665890405,3.7536486665890405,3.7536486665890405,3.7536486665890405,3.539194535649814,3.080083937407365,2.851633087719457,2.851633087719457,2.851633087719457,3.8597709130910878,1.8739674364793355,1.628599758324721,3.31344438107574,2.1332479183573314,2.1332479183573314,2.1332479183573314,3.439921326721188,2.944361214663567,2.5808914194796673,3.5424382037838247,4.640041069449364,3.0553823358299286,2.922488977249619,2.5791940694983144,2.5791940694983144,3.4402829164435107,3.4402829164435107
Lecaniodiscus cupaniodes,1.5226774907580995,1.0962819035086029,2.586874738679714,1.6035597695411454,2.9757031515080565,2.3146292764837377,2.5401947858785743,2.4731085770019976,2.8095728066183643,1.8837679095266782,1.8040103021776968,2.4603299660610043,0.463389976988632,1.032617433774562,1.2832861518111434,1.175530796251833,3.2225423813312575,1.536254432782271,2.283513358609681,1.102531024179734,4.034475174231829,1.8113319906021053,4.195580357352882,1.6886552277068951,3.395843902513801,3.395843902513801,1.2675679490910332,2.8726654706455275,2.8726654706455275,1.195923071813802,0.5053184320417479,0.7647917464664297,0.9008985942278079,0.9008985942278079,0.9008985942278079,1.7401474646138384,2.1341778279193617,2.2549066350058973,0.518145981469201,2.1341778279193617,2.272863529011639,2.272863529011639,2.0856495243665756,0.5273849404473844,0.5273849404473844,1.9732264999128268,1.9732264999128268,1.9732264999128268,3.6159365733516884,3.9830194524118716,3.9830194524118716,2.358925900712008,2.583149330739246,1.8766183758474584,2.1420002389227144,1.4180646307180476,2.9857976575189773,1.5220271030075763,2.6267104714695018,1.9546861558989788,2.3286474236550436,2.3286474236550436,2.490239927873776,0.0,0.0,0.7636973173052412,1.7418141927303066,1.7927825747393813,1.7927825747393813,0.822691759184449,1.9416527071768157,1.9416527071768157,1.9489401887539481,3.6579438434249463,0.5939790899290109,1.7567307784807606,1.0586710036672982,3.9370538053426274,3.9370538053426274,3.9370538053426274,3.9370538053426274,1.803530172427599,3.3473455351172947,3.3473455351172947,1.4928897040809768,1.4928897040809768,1.4928897040809768,1.8017782569387006,3.3473455351172947,1.281340810278438,1.281340810278438,1.37202353559265,2.554630515527007,1.996513905193975,2.1434172880957205,2.4282614097946897,2.4282614097946897,5.05712807100525,5.05712807100525,3.642544351938158,3.642544351938158,3.642544351938158,3.642544351938158,1.174153253563428,0.7078054261320008,2.7103394064191155,2.7103394064191155,2.7103394064191155,2.382327350765553,2.0081565386828757,1.7748239790068727,2.497633946383333,2.435100825760452,2.435100825760452,2.435100825760452,3.7576413821484747,2.469229014127804,1.0479246636759232,1.9577446220801173,3.412541658638591,1.1924018004854342,1.271122623070823,1.2170128710576564,1.2170128710576564,1.4578432337262086,1.4578432337262086
Lecaniodiscus cupanioides,1.5226774907580995,1.0962819035086029,2.586874738679714,1.6035597695411454,2.9757031515080565,2.3146292764837377,2.5401947858785743,2.4731085770019976,2.8095728066183643,1.8837679095266782,1.8040103021776968,2.4603299660610043,0.463389976988632,1.032617433774562,1.2832861518111434,1.175530796251833,3.2225423813312575,1.536254432782271,2.283513358609681,1.102531024179734,4.034475174231829,1.8113319906021053,4.195580357352882,1.6886552277068951,3.395843902513801,3.395843902513801,1.2675679490910332,2.8726654706455275,2.8726654706455275,1.195923071813802,0.5053184320417479,0.7647917464664297,0.9008985942278079,0.9008985942278079,0.9008985942278079,1.7401474646138384,2.1341778279193617,2.2549066350058973,0.518145981469201,2.1341778279193617,2.272863529011639,2.272863529011639,2.0856495243665756,0.5273849404473844,0.5273849404473844,1.9732264999128268,1.9732264999128268,1.9732264999128268,3.6159365733516884,3.9830194524118716,3.9830194524118716,2.358925900712008,2.583149330739246,1.8766183758474584,2.1420002389227144,1.4180646307180476,2.9857976575189773,1.5220271030075763,2.6267104714695018,1.9546861558989788,2.3286474236550436,2.3286474236550436,2.490239927873776,0.0,0.0,0.7636973173052412,1.7418141927303066,1.7927825747393813,1.7927825747393813,0.822691759184449,1.9416527071768157,1.9416527071768157,1.9489401887539481,3.6579438434249463,0.5939790899290109,1.7567307784807606,1.0586710036672982,3.9370538053426274,3.9370538053426274,3.9370538053426274,3.9370538053426274,1.803530172427599,3.3473455351172947,3.3473455351172947,1.4928897040809768,1.4928897040809768,1.4928897040809768,1.8017782569387006,3.3473455351172947,1.281340810278438,1.281340810278438,1.37202353559265,2.554630515527007,1.996513905193975,2.1434172880957205,2.4282614097946897,2.4282614097946897,5.05712807100525,5.05712807100525,3.642544351938158,3.642544351938158,3.642544351938158,3.642544351938158,1.174153253563428,0.7078054261320008,2.7103394064191155,2.7103394064191155,2.7103394064191155,2.382327350765553,2.0081565386828757,1.7748239790068727,2.497633946383333,2.435100825760452,2.435100825760452,2.435100825760452,3.7576413821484747,2.469229014127804,1.0479246636759232,1.9577446220801173,3.412541658638591,1.1924018004854342,1.271122623070823,1.2170128710576564,1.2170128710576564,1.4578432337262086,1.4578432337262086
Lonchocarpus cilliata,1.8055777130312285,1.3731521210126012,2.8139486335454458,1.446005483142688,3.181159381024276,2.37871619647752,2.7768227983309988,2.947766042351514,2.4409713054703426,1.8347587136212553,2.3340781748000254,2.9738564012574082,0.5446643364590283,0.984558810891977,1.8925144150257833,1.6830647029253654,3.062417630101302,1.9571205901212896,2.818361145158474,1.2092948690139946,3.8143525677838324,2.114715754239285,4.347364696422889,1.2364337785308934,3.5551345475550855,3.5551345475550855,1.7767953033851707,3.223599589116038,3.223599589116038,1.6927176533819581,1.0272327883767178,1.1545278517428792,0.3135078730420489,0.3135078730420489,0.3135078730420489,1.989892046160293,2.682069484346048,2.792482595168652,0.3835093334409136,2.682069484346048,2.8856478778145345,2.8942493449542144,2.3478550531575992,0.8534870792658172,0.8534870792658172,2.700116975888484,2.700116975888484,2.700116975888484,3.502353363880237,3.895474493297374,3.895474493297374,2.6035699853274585,2.7985139671184207,2.4621114224856577,2.660616156563703,2.0303429406634828,3.065805679461,1.9784498955665124,2.8871173902230045,1.9416535525015703,2.497923610307237,2.497923610307237,2.9743066833575096,0.7636973173052412,0.7636973173052412,0.0,1.2117400775876979,2.0625332968722323,2.0625332968722323,1.1656096813729675,1.5692149507564288,1.5692149507564288,2.126972147158395,3.340386564980256,0.8084511210343788,1.8409635087545715,1.5398954497966142,3.9708485884752234,3.9708485884752234,3.9708485884752234,3.9708485884752234,1.547711412666116,2.8673276226795252,2.8673276226795252,1.4051850138206905,1.4051850138206905,1.4051850138206905,2.2822232340192965,2.8673276226795252,1.0153699326409873,1.0153699326409873,1.9827247883408192,2.668654224328266,1.5630847995466643,2.09722737887123,2.8065255729522716,2.8065255729522716,4.4750269789628385,4.4750269789628385,3.930174910838124,3.930174910838124,3.930174910838124,3.930174910838124,0.7714799291308686,0.3662674584641089,2.7042007170919597,2.7042007170919597,2.7042007170919597,2.5147192007022388,2.5015888992625483,2.2080106071119046,2.984171833412184,2.5985247371765468,2.5985247371765468,2.5985247371765468,3.9589546263237554,2.7659618400596435,1.402711423000954,2.2574884511578737,3.460767688912816,1.2855763883102456,1.611278891827981,1.4875013018591818,1.4875013018591818,1.411332622268689,1.411332622268689
Lonchocarpus cyanescens,2.703602094761764,2.2543586520013172,3.929558994779442,2.167776000435148,4.047537313611696,3.5037265030169507,3.8997777635337227,3.4571785140766123,2.587172079982601,2.2147562284439535,2.9571061282514197,3.5406234671897137,1.5109446547873442,1.6067300361195673,2.8579119254884993,2.7225181276467674,3.5519662517841026,2.9716679440640985,3.799864852352581,1.7178750304533517,3.6221324707688907,3.1187006357742706,5.2999841153023475,1.9347682042700074,4.602914934850715,4.602914934850715,2.6583744151457513,3.816947014260599,3.816947014260599,2.574289948268622,1.756239323168794,2.298898631022763,1.3946968148974503,1.3946968148974503,1.3946968148974503,2.8943131675401768,3.5876629477628685,3.466385142209731,1.385940061758907,3.5876629477628685,3.9651282858019954,3.971392440807058,2.497673618681133,1.8778328920899,1.8778328920899,3.567265454452016,3.567265454452016,3.567265454452016,3.978462245810021,4.563649457781003,4.563649457781003,3.4957897575173185,3.710775680108733,3.4698155881535384,3.583596781391124,2.670886942116151,3.798850386661061,2.770903244098231,3.576265422159148,2.4652288238996967,3.689816971005954,3.689816971005954,3.9603235552993685,1.7418141927303066,1.7418141927303066,1.2117400775876979,0.0,2.62373285984222,2.62373285984222,1.816906171173536,2.4555357865982907,2.4555357865982907,3.018968989807324,4.0395642728070715,1.936872659161358,2.7226068209812375,2.1063236900788107,4.393822261105542,4.393822261105542,4.393822261105542,4.393822261105542,1.8772132164869655,3.4194537098279087,3.4194537098279087,2.5198201812639844,2.5198201812639844,2.5198201812639844,3.24529064876079,3.4194537098279087,1.2887811516082466,1.2887811516082466,3.0075535221041725,3.7650083751637253,2.1125851841303636,2.2104337870889808,3.6751192149000484,3.6751192149000484,3.8523365663395843,3.8523365663395843,4.700840901492254,4.700840901492254,4.700840901492254,4.700840901492254,0.7564039740509566,1.1349017997337796,3.7275510920113013,3.7275510920113013,3.7275510920113013,3.2749583772007034,3.583408117807637,3.3809332602483826,3.7159311765681053,3.7896126813366418,3.7896126813366418,3.7896126813366418,5.049526300406206,3.8270214727718086,2.4708179328434023,2.4300450285881356,4.253481548979846,2.111831881494135,2.2872465531525425,2.580301122537025,2.580301122537025,2.153923799814704,2.153923799814704
