Canonical_Species,Afzelia africana,Albizia auxilary,Albizia ferruginea,Albizia zygia,Alstonia boonei,Amphimas tetracoides,Aningeria robusta,Annonidium manni,Anthocleista djalonensis,Anthocleista vogelii,Anthonotha macrophylla,Artocarpus communis,Bambusa vulgaris,Baphia nitida,Blighia sapida,Blighia unijigata,Bombax buonopozense,Bosqueia angolensis,Brachystegia eurycoma,Bridelia ferruginea,Carica papaya,Cassia saimen,Ceiba pentandra,Celtis zenkeri,Chrysophyllum albidum,Chrysophylum albidum,Citrus sinenses,Cleistoformis patens,Cleistopholis patens,Cola nitida,Cola species,Corynante pachycercus,Dialium guineense,Dialium guinensis,Diallium guineense,Dillenia indica,Diospyros dendo,Diospyros soubreana,Diospyros undebunda,Diospyrous dendo,Diospyrous melistoformis,Diospyrous mespiliformis,Dracena manni,Drypetes,Drypetes species,Elaeis guineense,Elaeis guineensis,Elaeis guinensis,Ficus exasperata,Ficus mucosa,Ficus mucuso,Funtumia africana,Funtumia elastica,Garcinia kola,Gmelina arborea,Grewia pubescens,Harungana madagascariensis,Hexalobus crispiflorus,Hildegardia barteri,Holarrhena floribunda,Homalium alymeri,Homalium aylmeri,Irvinga gabonensis,Lecaniodiscus cupaniodes,Lecaniodiscus cupanioides,Lonchocarpus cilliata,Lonchocarpus cyanescens,Macaranga barteri,Macranga bateri,Maesobotrya barteri,Margaritaria discoidea,Margartaria discoidea,Melacantha alnifolia,Milicia excelsa,Millettia thoningii,Mitragyna cilliata,Monodora tenuifolia,Musanga cecropiodes,Musanga cecropioides,Musanga cecropoides,Musanga cecropoidies,Myrianthus arboreus,Nauclea diderrichi,Nauclea diderrichii,Nesodogornia papaverifera,Nesodogornia papaverivera,Nesogordonia papaverifera,Nothospondia staudtii,Nuclea diderrichi,Pavetta corymbosa,Pavetta corymbosia,Picralima nitida,Piptadeniastrum africanum,Pterocarpus osun,Pterocarpus santoxyloides,Pycanthus angolensis,Pycnanthus angolensis,Raulvolfia vomitoria,Rauvolvia vomitoria,Ricinidendron heudeloti,Ricinodendron heudeloti,Ricinodendron heudelotii,Ricinodendron heudeotii,Rinorea dentata,Rothmania hispida,Scotellia coriacea,Scotellia coriaceae,Scotellia coricea,Spondia mombin,Sterculia oblonga,Sterculia rhinopetala,Sterculia tragacantha,Strombosia postulata,Strombosia pustulata,Strombosia putulata,Termialia superba,Terminalia superba,Tetrapleura tetraptera,Theobroma cacao,Trema orientalis,Trichilia gilgiana,Trichilia monadelpha,Uapaca heudeloti,Uapaca heudelotii,Zanthoxylum xanthoxyloides,Zanthoxylum zanthoxyloides
Dialium guineense,1.716983541876234,1.5338681129602219,2.733677589038188,1.522712721958351,3.2367898849054257,2.204733602512077,2.690455857211592,3.108106320522939,2.579148612907362,2.0051202529459045,2.3762279642083306,3.116803146695439,0.7502769406761023,1.0413906159629522,1.862526173026792,1.7452942797518995,3.095455036451319,1.975130370377294,2.7620673190211624,1.4590237044214858,4.002381564677478,2.143298071551825,4.298194725368297,1.1513877601722113,3.38348026319207,3.38348026319207,1.8938737872503808,3.3453902836329332,3.3453902836329332,1.7258393534013468,1.2471920049119005,1.1721656640886446,0.0,0.0,0.0,2.095085452314663,2.7393791868885615,2.9266714775004408,0.6205727751892869,2.7393791868885615,2.8767118046772318,2.8939422936945514,2.6120935993801075,0.951311920307599,0.951311920307599,2.805101488183736,2.805101488183736,2.805101488183736,3.611692846888826,3.9346132232472253,3.9346132232472253,2.6795502925096204,2.8505745289720585,2.3871283611438425,2.7319152733218584,2.2445181378257004,3.1621014491774417,2.0619816783930682,2.9905715686169776,2.1292334918181273,2.317161204816038,2.317161204816038,2.846814098751409,0.9008985942278079,0.9008985942278079,0.3135078730420489,1.3946968148974503,2.2706626841833364,2.2706626841833364,1.4195919283980885,1.4526247181704848,1.4526247181704848,2.2177408444880746,3.2363685127898574,0.8817926246351986,1.8722829511802699,1.7524203054552252,4.131942562527873,4.131942562527873,4.131942562527873,4.131942562527873,1.6662254821927582,2.7523020051749785,2.7523020051749785,1.3006997132296185,1.3006997132296185,1.3006997132296185,2.3809372475678128,2.7523020051749785,1.2740030945431693,1.2740030945431693,1.9415419319515494,2.5178109352193503,1.4571523903335466,2.2017421329359688,2.8262371046823636,2.8262371046823636,4.496769036787886,4.496769036787886,3.954631994077729,3.954631994077729,3.954631994077729,3.954631994077729,1.050480651216587,0.6356176458846947,2.544506518160027,2.544506518160027,2.544506518160027,2.62062101918763,2.470453129480195,2.114692532024856,3.119953942615875,2.400969257476029,2.400969257476029,2.400969257476029,3.8527672044176398,2.749825585619915,1.4608233665125805,2.4854523919444955,3.5080870322127766,1.4139354355501506,1.7783585246648668,1.5045993568157348,1.5045993568157348,1.4876358332397515,1.4876358332397515
Dialium guinensis,1.716983541876234,1.5338681129602219,2.733677589038188,1.522712721958351,3.2367898849054257,2.204733602512077,2.690455857211592,3.108106320522939,2.579148612907362,2.0051202529459045,2.3762279642083306,3.116803146695439,0.7502769406761023,1.0413906159629522,1.862526173026792,1.7452942797518995,3.095455036451319,1.975130370377294,2.7620673190211624,1.4590237044214858,4.002381564677478,2.143298071551825,4.298194725368297,1.1513877601722113,3.38348026319207,3.38348026319207,1.8938737872503808,3.3453902836329332,3.3453902836329332,1.7258393534013468,1.2471920049119005,1.1721656640886446,0.0,0.0,0.0,2.095085452314663,2.7393791868885615,2.9266714775004408,0.6205727751892869,2.7393791868885615,2.8767118046772318,2.8939422936945514,2.6120935993801075,0.951311920307599,0.951311920307599,2.805101488183736,2.805101488183736,2.805101488183736,3.611692846888826,3.9346132232472253,3.9346132232472253,2.6795502925096204,2.8505745289720585,2.3871283611438425,2.7319152733218584,2.2445181378257004,3.1621014491774417,2.0619816783930682,2.9905715686169776,2.1292334918181273,2.317161204816038,2.317161204816038,2.846814098751409,0.9008985942278079,0.9008985942278079,0.3135078730420489,1.3946968148974503,2.2706626841833364,2.2706626841833364,1.4195919283980885,1.4526247181704848,1.4526247181704848,2.2177408444880746,3.2363685127898574,0.8817926246351986,1.8722829511802699,1.7524203054552252,4.131942562527873,4.131942562527873,4.131942562527873,4.131942562527873,1.6662254821927582,2.7523020051749785,2.7523020051749785,1.3006997132296185,1.3006997132296185,1.3006997132296185,2.3809372475678128,2.7523020051749785,1.2740030945431693,1.2740030945431693,1.9415419319515494,2.5178109352193503,1.4571523903335466,2.2017421329359688,2.8262371046823636,2.8262371046823636,4.496769036787886,4.496769036787886,3.954631994077729,3.954631994077729,3.954631994077729,3.954631994077729,1.050480651216587,0.6356176458846947,2.544506518160027,2.544506518160027,2.544506518160027,2.62062101918763,2.470453129480195,2.114692532024856,3.119953942615875,2.400969257476029,2.400969257476029,2.400969257476029,3.8527672044176398,2.749825585619915,1.4608233665125805,2.4854523919444955,3.5080870322127766,1.4139354355501506,1.7783585246648668,1.5045993568157348,1.5045993568157348,1.4876358332397515,1.4876358332397515
Diallium guineense,1.716983541876234,1.5338681129602219,2.733677589038188,1.522712721958351,3.2367898849054257,2.204733602512077,2.690455857211592,3.108106320522939,2.579148612907362,2.0051202529459045,2.3762279642083306,3.116803146695439,0.7502769406761023,1.0413906159629522,1.862526173026792,1.7452942797518995,3.095455036451319,1.975130370377294,2.7620673190211624,1.4590237044214858,4.002381564677478,2.143298071551825,4.298194725368297,1.1513877601722113,3.38348026319207,3.38348026319207,1.8938737872503808,3.3453902836329332,3.3453902836329332,1.7258393534013468,1.2471920049119005,1.1721656640886446,0.0,0.0,0.0,2.095085452314663,2.7393791868885615,2.9266714775004408,0.6205727751892869,2.7393791868885615,2.8767118046772318,2.8939422936945514,2.6120935993801075,0.951311920307599,0.951311920307599,2.805101488183736,2.805101488183736,2.805101488183736,3.611692846888826,3.9346132232472253,3.9346132232472253,2.6795502925096204,2.8505745289720585,2.3871283611438425,2.7319152733218584,2.2445181378257004,3.1621014491774417,2.0619816783930682,2.9905715686169776,2.1292334918181273,2.317161204816038,2.317161204816038,2.846814098751409,0.9008985942278079,0.9008985942278079,0.3135078730420489,1.3946968148974503,2.2706626841833364,2.2706626841833364,1.4195919283980885,1.4526247181704848,1.4526247181704848,2.2177408444880746,3.2363685127898574,0.8817926246351986,1.8722829511802699,1.7524203054552252,4.131942562527873,4.131942562527873,4.131942562527873,4.131942562527873,1.6662254821927582,2.7523020051749785,2.7523020051749785,1.3006997132296185,1.3006997132296185,1.3006997132296185,2.3809372475678128,2.7523020051749785,1.2740030945431693,1.2740030945431693,1.9415419319515494,2.5178109352193503,1.4571523903335466,2.2017421329359688,2.8262371046823636,2.8262371046823636,4.496769036787886,4.496769036787886,3.954631994077729,3.954631994077729,3.954631994077729,3.954631994077729,1.050480651216587,0.6356176458846947,2.544506518160027,2.544506518160027,2.544506518160027,2.62062101918763,2.470453129480195,2.114692532024856,3.119953942615875,2.400969257476029,2.400969257476029,2.400969257476029,3.8527672044176398,2.749825585619915,1.4608233665125805,2.4854523919444955,3.5080870322127766,1.4139354355501506,1.7783585246648668,1.5045993568157348,1.5045993568157348,1.4876358332397515,1.4876358332397515
Dillenia indica,2.692140816225186,0.8931967104926677,2.055463263727404,1.6930742781564332,1.8981194249816695,2.318754019952223,2.089507313180133,2.829887134660239,2.1886929057967306,2.097223215734276,3.101892463379595,2.864693991489561,1.6095467121605536,2.160724128962676,2.411899148290993,1.313946000780945,2.9485650335190967,1.773681536875276,2.9677450495994258,1.3948705023760726,3.842292221891876,0.8851499437989736,3.41568922173504,2.282413321026633,3.5510382580758026,3.5510382580758026,1.1482421284056044,2.863393570258461,2.863393570258461,2.2404945689019815,1.7374587168923152,1.2076886718938222,2.095085452314663,2.095085452314663,2.095085452314663,0.0,1.7926116641921312,2.00653289549097,1.710472830122103,1.7926116641921312,2.0381035842664454,1.988719144592881,2.3901686111942038,1.4578604919786093,1.4578604919786093,2.116644281496885,2.116644281496885,2.116644281496885,2.199511316925482,2.574182088906637,2.574182088906637,1.3022192562490036,1.5076536760460935,2.711957928691512,1.9680894219792902,1.5607601757281218,1.3650237138592693,2.1915749657066375,2.3223678442193054,1.1900983647909855,2.2567777794408603,2.2567777794408603,3.3932196889951087,1.7401474646138384,1.7401474646138384,1.989892046160293,2.8943131675401768,1.5153167038961264,1.5153167038961264,1.3458481159834053,1.8077006656369128,1.8077006656369128,0.6696374370168064,3.0868485284330105,1.3315374584707336,1.711611481235333,1.9450172152877048,2.5710426425065114,2.5710426425065114,2.5710426425065114,2.5710426425065114,2.3338010345770757,2.9919792538270884,2.9919792538270884,1.419919261006431,1.419919261006431,1.419919261006431,0.9834659187013841,2.9919792538270884,1.7074286690198217,1.7074286690198217,2.2060120062069437,2.5246751188720378,2.7280433235898744,3.2021255940250013,2.6065397872969944,2.6065397872969944,5.811178665451526,5.811178665451526,3.4770764412045283,3.4770764412045283,3.4770764412045283,3.4770764412045283,2.2393656992567332,1.9476178555088135,2.6926270374633576,2.6926270374633576,2.6926270374633576,1.3654052345715975,2.135203323631707,1.9863290191893952,2.222214980187638,2.4089929559091723,2.4089929559091723,2.4089929559091723,3.1641809993842567,1.7650089562039823,1.1191620144007326,2.7026709784113816,1.9926454241674552,1.456300399617071,1.8200858415977486,1.191861427108023,1.191861427108023,1.371442460210919,1.371442460210919
Diospyros dendo,3.047996017212611,2.145637426611906,2.9628302391875905,3.131789020867441,3.319119254665743,3.093041804377701,2.9464959683977896,3.470207878288821,3.827823925044702,3.4770246677702095,3.073873589015243,3.3987353915265466,2.1878269518092446,2.200251796530733,2.210456220567114,2.0619419549602847,4.551783866980419,2.544494259025822,2.9355074125051255,2.0847077937806695,5.43233417955505,1.1797139160385148,4.559447977777554,3.4588432243911877,4.11374870332763,4.11374870332763,1.0048599275442036,3.8464826635683353,3.8464826635683353,2.654139786488295,2.2912231699435046,1.7232918965552617,2.7393791868885615,2.7393791868885615,2.7393791868885615,1.7926116641921312,0.0,0.8107006438159426,2.352966245299554,0.0,1.0613300277013753,1.0921121229420996,3.321187669740026,1.8289702580517404,1.8289702580517404,1.929454378315993,1.929454378315993,1.929454378315993,3.8306393143421245,4.191302737732202,4.191302737732202,2.762843539200713,2.947039093291808,1.9891703572573283,2.647153756159602,1.8926779784680263,2.9479667527152245,2.852279428729445,3.568182060916703,2.84616390874763,2.6746738695794687,2.6746738695794687,2.8696587923504935,2.1341778279193617,2.1341778279193617,2.682069484346048,3.5876629477628685,2.794599337338747,2.794599337338747,2.065774995898595,3.0632888525202007,3.0632888525202007,2.364477122886944,4.588081129751918,2.1516303893218254,3.036682619517614,2.5689603879271523,4.136898425314901,4.136898425314901,4.136898425314901,4.136898425314901,3.643507164209043,4.436471662208383,4.436471662208383,2.5076345473781236,2.5076345473781236,2.5076345473781236,1.926096229065863,4.436471662208383,2.6066266554367776,2.6066266554367776,1.5895370666843285,3.326227000832655,3.8516155556604805,4.1151661307937255,3.385813200252423,3.385813200252423,7.091834949124365,7.091834949124365,4.46341918760848,4.46341918760848,4.46341918760848,4.46341918760848,3.085963068466127,2.5260080380075745,3.660524159175289,3.660524159175289,3.660524159175289,3.0122290361504453,2.5270366532290147,2.218201690615024,3.040960802469531,2.677030126439933,2.677030126439933,2.677030126439933,3.97557857529899,2.7993816331434913,2.121090381620643,3.447918486956251,3.5712425048307703,2.712013300404232,2.772030984467977,2.2561377181957027,2.2561377181957027,1.8712270527339558,1.8712270527339558
Diospyros soubreana,3.4014189476977084,2.2713808398861914,3.5363632703490167,3.3212876236738658,3.634417034908216,3.686828356928419,3.5262067193056117,3.479833100242985,3.8125786737809784,3.518567380261052,3.226540455570372,3.4448460028542733,2.2602841789786,2.2390959621586903,2.560548002924093,2.3760144432616674,4.783964164855877,2.9035617432419074,3.3883327570130612,1.9343242490823527,5.311885855521633,1.6303503372456016,5.0624912057926785,3.716737509690575,4.741735534935237,4.741735534935237,1.1323981970269121,3.9687642179364975,3.9687642179364975,2.9053935362144645,2.297661178775294,2.058167208755146,2.9266714775004408,2.9266714775004408,2.9266714775004408,2.00653289549097,0.8107006438159426,0.0,2.4290668993135007,0.8107006438159426,1.768080733683219,1.772760938808703,3.1067986537290695,1.9873586818431703,1.9873586818431703,2.106200533669029,2.106200533669029,2.106200533669029,3.897997038808498,4.447955821978876,4.447955821978876,3.048151998918607,3.278251516521995,2.48599440371473,2.942657637302544,1.741779706888053,3.1203106915578687,3.051004974014979,3.7530575009288936,2.8480838788421097,3.3533679480946166,3.3533679480946166,3.397937176020335,2.2549066350058973,2.2549066350058973,2.792482595168652,3.466385142209731,2.774243906298788,2.774243906298788,1.9793573035100434,3.4187669602948607,3.4187669602948607,2.6097102305629694,5.010727421013971,2.380325859307621,3.328397497628285,2.5357914678802835,4.108835685712873,4.108835685712873,4.108835685712873,4.108835685712873,3.733458898881196,4.7925603373621195,4.7925603373621195,2.927046661742401,2.927046661742401,2.927046661742401,2.204114855790534,4.7925603373621195,2.49298295902476,2.49298295902476,2.0417972494410512,3.914019580905718,4.120104667479087,4.164235397916287,3.7222342709817715,3.7222342709817715,7.101362173637213,7.101362173637213,4.790990988666907,4.790990988666907,4.790990988666907,4.790990988666907,3.015940983205353,2.5459201924202968,4.215858412859916,4.215858412859916,4.215858412859916,3.205811931424619,3.016680719274244,2.8077473240459674,3.161960380490549,3.3824346272843635,3.3824346272843635,3.3824346272843635,4.599441570988266,3.2838589236408193,2.423018820200139,3.3103106830119065,3.86379686268174,2.872014357517833,2.8502488375758017,2.610825478351329,2.610825478351329,1.9632079194672545,1.9632079194672545
Diospyros undebunda,1.8583503234152787,1.1123245838007525,2.7393422104599305,1.463084084704137,3.0345790872648544,2.4171084433293295,2.7070539378078604,2.7850987456048677,2.422215964910899,1.8094347569362679,2.2632366237474058,2.8099436750943365,0.16997103873217262,0.8742717423861679,1.7704705322051861,1.4712815643872068,3.1265416924001714,1.8343345059255811,2.7348894657872114,0.881379102670847,3.828463303680377,1.8378347855541943,4.299805021326154,1.4740407003750278,3.611481550254672,3.611481550254672,1.4182857191869809,3.1041367558810276,3.1041367558810276,1.6091196578097369,0.7708641368979429,0.9150326720202735,0.6205727751892869,0.6205727751892869,0.6205727751892869,1.710472830122103,2.352966245299554,2.4290668993135007,0.0,2.352966245299554,2.6150131826185286,2.618179865978044,2.1640326383840622,0.5427620601241492,0.5427620601241492,2.4141330902182667,2.4141330902182667,2.4141330902182667,3.367480164106121,3.8040853098158838,3.8040853098158838,2.42372208356073,2.6413936667074807,2.3191973384223274,2.466508820148869,1.6870733430361564,2.8660685001021644,1.8668059545326043,2.7741414869207155,1.7656454368600374,2.4771530051901944,2.4771530051901944,2.921815446882871,0.518145981469201,0.518145981469201,0.3835093334409136,1.385940061758907,1.8479867839911055,1.8479867839911055,0.8132137595945971,1.669288744449795,1.669288744449795,1.9203929833847617,3.4537279841821835,0.6145143612055411,1.8049334343855556,1.3317663613487496,3.7906323965112887,3.7906323965112887,3.7906323965112887,3.7906323965112887,1.6526902851929253,3.0343318824545054,3.0343318824545054,1.3964342600082371,1.3964342600082371,1.3964342600082371,2.008879074744383,3.0343318824545054,0.8535684740803752,0.8535684740803752,1.7939527387126801,2.6976844949511887,1.837470817026697,2.211454439808241,2.729094215698865,2.729094215698865,4.770084376604317,4.770084376604317,3.872654159402144,3.872654159402144,3.872654159402144,3.872654159402144,0.8393986249612965,0.2865504856572414,2.7830775336348337,2.7830775336348337,2.7830775336348337,2.3582903011548093,2.370517528856163,2.098198233785513,2.7720054822373448,2.582468090512552,2.582468090512552,2.582468090512552,3.9164426108349875,2.6355244036309036,1.210290418165516,2.1339477661422754,3.3279620679440796,1.186900910868384,1.4656859138373053,1.345111791879178,1.345111791879178,1.1913033351474314,1.1913033351474314
Diospyrous dendo,3.047996017212611,2.145637426611906,2.9628302391875905,3.131789020867441,3.319119254665743,3.093041804377701,2.9464959683977896,3.470207878288821,3.827823925044702,3.4770246677702095,3.073873589015243,3.3987353915265466,2.1878269518092446,2.200251796530733,2.210456220567114,2.0619419549602847,4.551783866980419,2.544494259025822,2.9355074125051255,2.0847077937806695,5.43233417955505,1.1797139160385148,4.559447977777554,3.4588432243911877,4.11374870332763,4.11374870332763,1.0048599275442036,3.8464826635683353,3.8464826635683353,2.654139786488295,2.2912231699435046,1.7232918965552617,2.7393791868885615,2.7393791868885615,2.7393791868885615,1.7926116641921312,0.0,0.8107006438159426,2.352966245299554,0.0,1.0613300277013753,1.0921121229420996,3.321187669740026,1.8289702580517404,1.8289702580517404,1.929454378315993,1.929454378315993,1.929454378315993,3.8306393143421245,4.191302737732202,4.191302737732202,2.762843539200713,2.947039093291808,1.9891703572573283,2.647153756159602,1.8926779784680263,2.9479667527152245,2.852279428729445,3.568182060916703,2.84616390874763,2.6746738695794687,2.6746738695794687,2.8696587923504935,2.1341778279193617,2.1341778279193617,2.682069484346048,3.5876629477628685,2.794599337338747,2.794599337338747,2.065774995898595,3.0632888525202007,3.0632888525202007,2.364477122886944,4.588081129751918,2.1516303893218254,3.036682619517614,2.5689603879271523,4.136898425314901,4.136898425314901,4.136898425314901,4.136898425314901,3.643507164209043,4.436471662208383,4.436471662208383,2.5076345473781236,2.5076345473781236,2.5076345473781236,1.926096229065863,4.436471662208383,2.6066266554367776,2.6066266554367776,1.5895370666843285,3.326227000832655,3.8516155556604805,4.1151661307937255,3.385813200252423,3.385813200252423,7.091834949124365,7.091834949124365,4.46341918760848,4.46341918760848,4.46341918760848,4.46341918760848,3.085963068466127,2.5260080380075745,3.660524159175289,3.660524159175289,3.660524159175289,3.0122290361504453,2.5270366532290147,2.218201690615024,3.040960802469531,2.677030126439933,2.677030126439933,2.677030126439933,3.97557857529899,2.7993816331434913,2.121090381620643,3.447918486956251,3.5712425048307703,2.712013300404232,2.772030984467977,2.2561377181957027,2.2561377181957027,1.8712270527339558,1.8712270527339558
Diospyrous melistoformis,2.6121453566087487,2.2699463936480124,2.342681069848916,3.0941672718873,3.008449459926241,2.5437529319262633,2.3048314332494413,3.1928302513518503,4.17343702756038,3.4771225574304747,2.724879754953663,3.0607152867367624,2.477093872231966,2.645936256089587,1.8142838167274482,1.8071422145376803,4.318891661893399,2.1006089131488994,2.158131224149735,2.6281203126080555,5.5678924311415265,1.5445199233881377,3.924341334076664,3.393235733918267,3.293873183087117,3.293873183087117,1.5537680871267467,3.468509512808322,3.468509512808322,2.314519644678454,2.4417642673684377,1.785215982114447,2.8767118046772318,2.8767118046772318,2.8767118046772318,2.0381035842664454,1.0613300277013753,1.768080733683219,2.6150131826185286,1.0613300277013753,0.0,0.1287317573255501,3.4746784865334117,2.116270105802447,2.116270105802447,1.5540941674299473,1.5540941674299473,1.5540941674299473,4.107538658708146,4.1965463380612436,4.1965463380612436,2.54904339151822,2.670977754313585,1.4465455823656364,2.1415967824873006,2.1156283742963926,3.1032214508457923,2.5119168972609955,3.235786253793245,3.09143975926006,2.0742488882330963,2.0742488882330963,2.1421482003720422,2.272863529011639,2.272863529011639,2.8856478778145345,3.9651282858019954,2.8575540494368563,2.8575540494368563,2.430078862607669,3.0764296249908494,3.0764296249908494,2.3809401990112544,4.372695604725998,2.224790708734858,2.7842073686675564,2.609235543585974,4.337223997852848,4.337223997852848,4.337223997852848,4.337223997852848,3.6362697714580503,4.398398504697661,4.398398504697661,2.407815008910135,2.407815008910135,2.407815008910135,1.7464092067027508,4.398398504697661,3.099321888627854,3.099321888627854,1.3061454493028808,2.6880438452931767,3.710590345713841,3.983094220114269,2.7890727489835734,2.7890727489835734,7.159566885857307,7.159566885857307,3.829216881080323,3.829216881080323,3.829216881080323,3.829216881080323,3.385688773372555,2.84421818049783,3.0960671638513224,3.0960671638513224,3.0960671638513224,2.93115925269436,1.805440402475703,1.53507256417853,2.7064393185314537,2.078181814251166,2.078181814251166,2.078181814251166,3.2136403345723425,2.259302796274784,1.997622573002916,3.4657406214343394,3.470870629600903,2.6831716891377773,2.6846297831247563,2.061337301800758,2.061337301800758,2.4546176632716947,2.4546176632716947
Diospyrous mespiliformis,2.6057934748103886,2.221986134196611,2.2890121482566657,3.051019708378251,2.913301345763988,2.5339619931346813,2.253939178610845,3.103340392584624,4.133538353049301,3.417028628178104,2.7065731999876874,2.9728233004085727,2.480436638415358,2.6863381992524693,1.823395047247679,1.7512568627801743,4.251212756394105,2.040583207281373,2.1310859492852843,2.6154787164430466,5.492980325611669,1.5445199233881377,3.845425319598602,3.3810042027804728,3.2736868548331652,3.2736868548331652,1.5484261051885508,3.3691411014281845,3.3691411014281845,2.282072390943231,2.417893645301309,1.785215982114447,2.8939422936945514,2.8939422936945514,2.8939422936945514,1.988719144592881,1.0921121229420996,1.772760938808703,2.618179865978044,1.0921121229420996,0.1287317573255501,0.0,3.402386607141285,2.1279837303761218,2.1279837303761218,1.466307892542965,1.466307892542965,1.466307892542965,4.046568654114023,4.130875162860666,4.130875162860666,2.459711740743486,2.5826555973266276,1.5027350981802423,2.0425817352450912,2.0520072057919307,3.0330042654177443,2.451822367658609,3.1396104316466906,3.0319001875990508,2.086198467636435,2.086198467636435,2.184282360671932,2.272863529011639,2.272863529011639,2.8942493449542144,3.971392440807058,2.7781603231566057,2.7781603231566057,2.4026461153777072,3.0737350849052056,3.0737350849052056,2.3138735466160174,4.342270950330493,2.2135894157771396,2.7270763154346,2.5611583593660363,4.248435735858661,4.248435735858661,4.248435735858661,4.248435735858661,3.5950193705493914,4.387080830582208,4.387080830582208,2.4009226115068065,2.4009226115068065,2.4009226115068065,1.6538076295983664,4.387080830582208,3.091291085177091,3.091291085177091,1.3559464803183126,2.663269567930654,3.698629046994263,3.943370908850616,2.7107302153064867,2.7107302153064867,7.13986528459847,7.13986528459847,3.7350116080881417,3.7350116080881417,3.7350116080881417,3.7350116080881417,3.375885218541125,2.8529445585757114,3.0718862438217425,3.0718862438217425,3.0718862438217425,2.8480011358277495,1.7447580913748506,1.5187930014525597,2.597074988876649,2.1059066243528317,2.1059066243528317,2.1059066243528317,3.1590307101646897,2.1809263978934377,1.9557037839942801,3.403011836023032,3.3936180156897726,2.636443121561436,2.6253326705204643,2.0207406608355227,2.0207406608355227,2.4747886909613395,2.4747886909613395
Dracena manni,2.72241970996981,1.7159547249927616,3.3298530209934065,1.9647058981949634,2.775127412017313,3.5256074704707725,3.3254224728374346,1.4609047932683574,2.7199682228351163,1.326754554109861,2.483393889057327,1.6636070384439288,2.1609981155324727,2.851509597137252,2.7343302495112485,2.019535963212521,2.835402924082715,2.1741413841025774,3.1708151918014247,1.9839239139773819,2.666904135191878,3.0452248319088753,4.254510477996411,2.633422203628622,4.315828864799018,4.315828864799018,2.4862565916087074,1.8877588180211604,1.8877588180211604,2.080403676083811,1.5871568563313845,2.4394366296989163,2.6120935993801075,2.6120935993801075,2.6120935993801075,2.3901686111942038,3.321187669740026,3.1067986537290695,2.1640326383840622,3.321187669740026,3.4746784865334117,3.402386607141285,0.0,2.368989256297795,2.368989256297795,2.292903973797361,2.292903973797361,2.292903973797361,3.416492975888499,3.919388613168257,3.919388613168257,2.333569506614052,2.594984438573529,3.45685906986063,2.1488337423673367,1.4599295593467414,2.990449063813879,1.7329481571010277,1.9191151486863267,1.7596388680369333,3.764115302659065,3.764115302659065,3.9471189761102456,2.0856495243665756,2.0856495243665756,2.3478550531575992,2.497673618681133,1.027496680138248,1.027496680138248,1.6192744439000448,3.1164287131956687,3.1164287131956687,2.2638384355394785,4.188523956790522,2.1501329852962363,2.089502821587042,1.1473938129385304,3.1237690100815407,3.1237690100815407,3.1237690100815407,3.1237690100815407,1.7873756928354276,4.099144782932004,4.099144782932004,2.8295405669382503,2.8295405669382503,2.8295405669382503,2.1241394334885575,4.099144782932004,2.101456226027758,2.101456226027758,3.063823014514335,3.5539198589130447,2.8314747725525815,1.893522421049864,2.443521855517203,2.443521855517203,4.861010538824775,4.861010538824775,3.171990482357007,3.171990482357007,3.171990482357007,3.171990482357007,1.901895551153613,2.245660789012996,3.633712284438272,3.633712284438272,3.633712284438272,2.1400667983920725,2.7746004843374967,3.063669591354734,1.7726339108931612,3.9736162993541204,3.9736162993541204,3.9736162993541204,4.329691627903336,2.910578749601529,2.053869121126834,0.721331513497028,3.3527482658541667,1.6463670402293216,1.2112381088555766,2.2184705922980545,2.2184705922980545,2.8722088381288717,2.8722088381288717
