Experiment_ID,Final_Role,Selected_Model,Target,Predictor,Predictor_Domain,Importance_Rank,Permutation_Importance_Mean,Permutation_Importance_SD,Positive_Importance,Relative_Permutation_Importance,Predictor_Label
CD04_Richness,PRIMARY_XAI,RANDOM_FOREST,Richness,CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,4,0.1490406742682561,0.022046525367678642,0.1490406742682561,0.11688245150087327,CWM log₁₀ seed mass
CD04_Richness,PRIMARY_XAI,RANDOM_FOREST,Richness,CWM_Max_Height_m,FUNCTIONAL_COMPOSITION,3,0.17905448278232922,0.028604405464936596,0.17905448278232922,0.14042023764701278,CWM maximum height
CD04_Richness,PRIMARY_XAI,RANDOM_FOREST,Richness,CWM_SLA,FUNCTIONAL_COMPOSITION,2,0.1941179861010291,0.02923935995036742,0.1941179861010291,0.15223351750987893,CWM SLA
CD04_Richness,PRIMARY_XAI,RANDOM_FOREST,Richness,CWM_WD,FUNCTIONAL_COMPOSITION,1,0.7529198845565062,0.11948612837374364,0.7529198845565062,0.5904637933422351,CWM wood density
