Metric,CONTEXT_LOGISTIC,NULL_STRATIFIED,Context_Minus_Null
Accuracy,0.5288970588235294,0.36533088235294114,0.1635661764705883
Balanced_Accuracy,0.48891666666666667,0.33549999999999996,0.1534166666666667
Macro_F1,0.44673783855033855,0.32801068376068376,0.11872715478965479
Multiclass_Log_Loss,0.9745054381301874,22.875793693247406,-21.90128825511722
