Model,Metric,Mean,Context_Mean,Eco_Minus_Context
ECO_LOGISTIC,Accuracy,0.9692647058823529,0.5288970588235294,0.4403676470588235
ECO_LOGISTIC,Balanced_Accuracy,0.9644166666666666,0.48891666666666667,0.4754999999999999
ECO_LOGISTIC,Macro_F1,0.9681129426129427,0.44673783855033855,0.5213751040626041
ECO_LOGISTIC,Multiclass_Log_Loss,0.1609569856253166,0.9745054381301874,0.8135484525048708
ECO_RANDOM_FOREST,Accuracy,0.8644117647058823,0.5288970588235294,0.3355147058823529
ECO_RANDOM_FOREST,Balanced_Accuracy,0.8443333333333334,0.48891666666666667,0.3554166666666667
ECO_RANDOM_FOREST,Macro_F1,0.8364604423354423,0.44673783855033855,0.3897226037851037
ECO_RANDOM_FOREST,Multiclass_Log_Loss,0.4154400286989706,0.9745054381301874,0.5590654094312169
