Experiment_ID,Selected_Model,Target,Plot_ID,Observed,N_OOF_Predictions,Mean_OOF_Prediction,SD_OOF_Prediction,Min_OOF_Prediction,Max_OOF_Prediction,Mean_Error,Mean_Absolute_Error,RMSE,Habitat,Zone,Absolute_Bias,Prediction_Range,MAE_Percentile,Prediction_SD_Percentile,Uncertainty_Class
CD01_CWM_WD,RIDGE,CWM_WD,TmP3,0.5196774193548387,20,0.5552057859175685,0.0037890786224273943,0.5514164377504056,0.5654363709084189,0.0355283665627298,0.0355283665627298,0.03571979971363622,Major River,Transition,0.0355283665627298,0.014019933158013309,0.4111111111111111,0.06666666666666667,LOW
CD01_CWM_WD,RIDGE,CWM_WD,TmP4,0.4611111111111111,20,0.49730316431468796,0.00946682811542682,0.4790812410207198,0.517168234685623,0.03619205320357687,0.03619205320357687,0.03734975914151553,Major River,Transition,0.03619205320357687,0.0380869936649032,0.4222222222222222,0.8888888888888888,MODERATE
CD01_CWM_WD,RIDGE,CWM_WD,TmP5,0.4525,20,0.4583152598192578,0.010114540720055944,0.4438529461351041,0.48192381433413484,0.00581525981925779,0.008506211704506633,0.011445784553461607,Major River,Transition,0.00581525981925779,0.038070868199030716,0.07777777777777778,0.9111111111111111,HIGH
CD01_CWM_WD,RIDGE,CWM_WD,TmP6,0.5377777777777778,20,0.6119293284210404,0.006929598662356344,0.6013392509057899,0.6252860517225852,0.07415155064326263,0.07415155064326263,0.07445851753520619,Major River,Transition,0.07415155064326263,0.023946800816795344,0.6555555555555556,0.6333333333333333,LOW
CD01_CWM_WD,RIDGE,CWM_WD,TmP7,0.5389999999999999,20,0.5082074298803263,0.006207240537658426,0.49187047577424187,0.519305374032772,-0.03079257011967359,0.03079257011967359,0.031381295669757614,Major River,Transition,0.03079257011967359,0.027434898258530127,0.36666666666666664,0.5555555555555556,LOW
CD01_CWM_WD,RIDGE,CWM_WD,TmP8,0.4641666666666666,20,0.49201188441398724,0.0041679600775011505,0.48352265564606095,0.5020263997137338,0.02784521774732065,0.02784521774732065,0.028139997299981425,Major River,Transition,0.02784521774732065,0.0185037440676728,0.34444444444444444,0.16666666666666666,LOW
CD01_CWM_WD,RIDGE,CWM_WD,TmP9,0.553076923076923,20,0.5127968411916477,0.007052415570516964,0.497180642406539,0.5250917751851811,-0.04028008188527528,0.04028008188527528,0.04086238776423605,Major River,Transition,0.04028008188527528,0.027911132778642156,0.4666666666666667,0.6777777777777778,LOW
CD01_CWM_WD,RIDGE,CWM_WD,TsP1,0.42,20,0.5068203835947439,0.0048753960188751225,0.49967464091775127,0.5199295530024491,0.0868203835947439,0.0868203835947439,0.08695033076166124,Stream,Transition,0.0868203835947439,0.020254912084697874,0.7333333333333333,0.25555555555555554,LOW
CD01_CWM_WD,RIDGE,CWM_WD,TsP10,0.3947058823529412,20,0.5135775631013636,0.004139426702635719,0.5065117348781815,0.5227976863033489,0.1188716807484224,0.1188716807484224,0.11894013029549794,Stream,Transition,0.1188716807484224,0.016285951425167422,0.8777777777777778,0.15555555555555556,MODERATE
CD01_CWM_WD,RIDGE,CWM_WD,TsP2,0.4023076923076922,20,0.49942730216477943,0.005577968916319495,0.48613580789346167,0.5096991796946118,0.09711960985708723,0.09711960985708723,0.09727166426643831,Stream,Transition,0.09711960985708723,0.02356337180115009,0.8,0.4111111111111111,MODERATE
