WD_Provenance_Class,N_Taxa,Mean_WD,SD_WD,Min_WD,Median_WD,Max_WD,Percent_of_Taxa
GENUS_ESTIMATE,22,0.6372727272727272,0.09087834978076162,0.31,0.65,0.71,17.322834645669293
SPECIES_GWDD,102,0.5225490196078431,0.15974414118393723,0.18,0.52,0.81,80.31496062992126
SPECIES_SUPPLEMENTARY,1,0.69,,0.69,0.69,0.69,0.7874015748031497
SPECIES_TWDD,1,0.626521478062521,,0.626521478062521,0.626521478062521,0.626521478062521,0.7874015748031497
TAXONOMIC_SUPPLEMENTARY,1,0.2,,0.2,0.2,0.2,0.7874015748031497
