Plot_ID,Zone,Habitat,Richness,Pielou,CWM_WD,CWM_SLA,CWM_Log10_Seed_Mass,CWM_Max_Height_m,FDis,FEve,Estimated_Mean_DBH,Estimated_Mean_Height,Structural_Coverage_Percent,Use_Primary_Association,Use_Factorial_Structural,Z_Richness,Z_Pielou,Z_CWM_WD,Z_CWM_SLA,Z_CWM_Log10_Seed_Mass,Z_CWM_Max_Height_m,Z_FDis,Z_FEve,Z_Estimated_Mean_DBH,Z_Estimated_Mean_Height
BsP6,Buffer,Stream,8,0.849,0.531,11.906946770797154,1.7602390769296083,22.0661667889,1.3482727092943954,0.8804636071436512,26.945,27.385,100.0,True,True,-0.2521214979483876,-0.747668143648622,0.06680033511298968,-0.9590177990515667,-1.2064311327954993,-0.6457898035319931,-0.7895808575924876,1.290159763425028,-0.09422990719768536,0.20238610982484365
BsP7,Buffer,Stream,11,0.944,0.5061111111111112,13.090560732007642,2.602816771398309,28.261280040000003,1.7537725052501962,0.76191860081743,32.023529411764706,32.15294117647059,94.44444444444444,True,True,0.6008001653238169,0.751538986287982,-0.19165040349995727,-0.5731616245334057,0.7855749049101034,0.5414014710304695,0.4890557241117029,0.0007363644867220735,0.5597370830031582,1.3484337612344104
BsP8,Buffer,Stream,16,0.973,0.5526315789473684,15.741444597960523,1.9513772211414817,28.302088835684213,1.8390226503426368,0.8358519801121154,30.75555555555556,30.58333333333333,94.73684210526316,True,True,2.0223362707774912,1.2091916891107353,0.2914265762147962,0.29102208834068716,-0.7545459953115523,0.5492218036374794,0.7578695563205502,0.8049155718571939,0.3964589016309026,0.9711544879206677
BsP9,Buffer,Stream,13,0.899,0.5617391304347826,14.913932696776266,1.7094954545951884,23.10185522069565,1.5589992381964568,0.7587968252820148,30.00454545454545,29.768181818181816,95.65217391304348,True,True,1.1694146075052867,0.04138824052853893,0.38600104353577375,0.021254590640121345,-1.3263982322437655,-0.44731719785771307,-0.12511036641845466,-0.03321943463416618,0.2997506273359328,0.7752203425724499
BsP10,Buffer,Stream,14,0.969,0.4529166666666667,14.63175004415631,1.716171590034348,27.048230106166667,1.7638322969338716,0.8041230868903609,30.26875,29.90833333333333,100.0,True,True,1.4537218285960214,1.1460671783765624,-0.7440311673881208,-0.07073648282100013,-1.3106146407831205,0.3089404588286666,0.5207766220735675,0.4597978936822022,0.33377249417558064,0.8089079047373389
BuP1,Buffer,Upland,7,1.0,0.4742857142857143,16.299374171428575,1.857808459358576,25.62509144071428,1.7323527466091853,0.8847929762892732,26.208571428571428,31.071428571428573,100.0,True,True,-0.5364287190391225,1.635282136566402,-0.52213109923909,0.47290619745406987,-0.9757594687227088,0.03621940634144233,0.42151416862185415,1.3372506536447684,-0.18906050426765528,1.0884756503636412
BuP7,Buffer,Upland,13,0.977,0.5858823529411764,13.982359906494898,2.10380393891416,28.007963192941176,1.752807867226157,0.843365143118902,27.844117647058823,29.18235294117647,100.0,True,True,1.1694146075052867,1.2723161998449082,0.6367086471226838,-0.2824365831067338,-0.39418167033107193,0.4928574754102903,0.4860139927028565,0.8866368394264842,0.021550314557337382,0.634407403869866
BuP9,Buffer,Upland,13,0.969,0.5619999999999999,12.397619236786817,2.2107211354462164,28.3896057056,1.8201912166460104,0.8078469336338872,25.28944444444444,28.23333333333333,90.0,True,True,1.1694146075052867,1.1460671783765624,0.38870996043893663,-0.7990593946453396,-0.14141008330168756,0.5659929682844846,0.698489600398037,0.5003024688977069,-0.3074173471028017,0.4062960131342617
TmP1,Transition,Major River,6,0.936,0.5588888888888889,19.12077266090363,2.9177814188008777,26.071337613333338,1.4718575945763408,0.8502705880277295,49.36666666666666,29.45555555555556,100.0,True,True,-0.8207359401298573,0.625289964819638,0.3564036181123187,1.3926773928079927,1.5302082881678414,0.12173512509705567,-0.3998885400051434,0.9617479092341717,2.7930291153293525,0.7000758345361767
TmP2,Transition,Major River,7,0.921,0.4175,16.0992270452098,1.3798571871854517,22.68814516666667,2.1676288473661294,0.8049704513644579,40.825,24.925,100.0,True,True,-0.5364287190391225,0.3885730495664897,-1.1118042608384648,0.40765856858646343,-2.1057227067102584,-0.5265979061247917,1.7940424685622378,0.46901474400926635,1.6931106963558107,-0.38891254888773524
TmP3,Transition,Major River,10,0.905,0.5196774193548387,20.08505417350689,1.9949130445923131,21.631212842258066,1.701411063049406,0.6536586429406628,29.48709677419355,24.71935483870968,100.0,True,True,0.31649294423308205,0.13607500662979824,-0.050775396925936626,1.70703155540266,-0.6516194358502007,-0.7291415534290789,0.3239477360524002,-1.176815749941755,0.23311827599240778,-0.43834251150631176
