Plot_ID,Zone,Habitat,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
CmP3,Core,Major River,1.1419520819564206,0.5019396342075043,0.6113438436128668,0.9444665603061777,-0.48332019810255644,-0.7592325568778391,0.4457878538497829,0.012728657714389148,0.3277646164023845,0.25056787956369747
CmP4,Core,Major River,0.6289934909347912,1.545629002269437,0.2748463305425675,0.5834523511963776,-0.03561551812561906,-0.7027508515579213,0.2149955241297057,-0.46847243051799453,-0.8706221274951597,0.6531273492834807
CmP6,Core,Major River,0.29540415664876735,2.6092824881128216,0.7178324917960781,0.7744211288421899,-0.8652419452240271,-0.025838761609280458,-0.1402685481884308,0.09355273562176875,-0.007571572573465587,-0.02609218254941425
CmP7,Core,Major River,1.3427904421514045,1.023533790375084,1.1146621618923978,0.47408152618238725,-0.5602956902642207,-0.8833314096031245,-0.6006076022100806,0.405091189655124,0.2004116376622421,-0.2636098426992569
CsP9,Core,Stream,3.003890117355757,-3.1935674834189727,-2.839857820970281,-0.2629432637882879,0.041816256583635136,0.11076544935037197,0.65200848086415,-0.7778185061543375,0.7374757240812159,0.7068682515652879
CuP1,Core,Upland,-0.0871301977935054,2.94721360177136,-0.7070423565182823,0.06503675756382102,0.3857333835288949,0.717726696302011,0.7624383499645982,-0.05541228585360656,-0.2186417981103667,0.3225650898314397
CuP2,Core,Upland,0.2230454637609059,2.085088697118324,0.15635812344936803,-0.38595829404192156,-0.05519624180961374,0.5086260132801447,0.23148507020369144,0.11961585935150709,0.09117426226785075,0.3686563601480408
CuP3,Core,Upland,0.2776909012123149,1.6554828759337483,-0.30133872877875223,0.10185409274355565,0.9201858205522343,0.605499342967639,0.7912145825632522,-0.27713230789195376,-0.1864176712375483,0.3814678921343767
CuP4,Core,Upland,0.037537967015289754,1.8793864484247633,0.3463058098274547,-0.3057997963761831,0.8315128227039442,0.29551005417150716,0.49028078068621517,0.3701505170787085,0.05256017441042658,-0.08896480442285215
CuP5,Core,Upland,1.0141122771411264,2.0532990580653685,0.4687882897377297,0.4896230656115876,0.5469047711675101,-0.2961011385500107,0.17437340824069972,0.5521320745868105,-0.08795345570506248,0.005307713910112803
CuP6,Core,Upland,0.8428846592159218,2.7717511119260956,0.18877218635209353,0.3156294101460363,-0.23759712886139311,0.838358838238661,-0.09647901479398756,-0.08846507165121732,0.2939435776461634,-0.11300439731255428
CuP7,Core,Upland,0.4286049470052224,1.93925015135988,0.7555720822845379,0.23776440951709168,0.5573597029779842,0.6432311283882773,0.3109434992392347,0.06528112052483909,0.04937145466987446,0.07741010137834309
CuP8,Core,Upland,0.42782149187822455,2.0748154128063216,0.2727103480446063,0.20040763428693928,-0.1539771847082891,0.7438064965111189,0.3183450394250014,-0.4047230165683366,0.483909659622866,-0.7129176899220474
CuP9,Core,Upland,0.7395125655856454,2.270598372419916,1.053471400231595,-0.337284157596872,-0.16577887605408398,0.10483253564449327,-0.5664873086572135,0.529262598919832,-0.11677918675836639,0.12245389975881761
CuP10,Core,Upland,1.1080903682413852,1.509818847180833,1.066822711541387,0.14325002505856949,0.20898186538722552,0.23262423807267538,-0.22905184305124007,0.29507306156096363,0.15546128499455578,-0.07669322328739148
BmP1,Buffer,Major River,0.22797608348879114,0.8910289511212481,0.057608495631467575,-0.4187885876552849,-0.7839757286256727,-0.05568934159876985,0.3243527748160525,-0.9490414154748253,-0.10968261943469303,-0.5505660241283108
BsP1,Buffer,Stream,-1.548652020262968,1.5940960969749143,-2.555062666420763,-2.492816537621342,-0.5008069222836881,-0.8403070254543967,1.3036697548263432,0.15232849969660725,-0.057615352184138394,0.15573953067173577
BsP2,Buffer,Stream,-0.4230754780689438,1.4971328297566133,-2.4268428842208616,-1.4518650753443025,-0.5900241913092927,1.0390686007779615,-0.448933973547887,-0.11264018694376728,0.024311168458392315,0.4503859202372609
BsP3,Buffer,Stream,0.3660130590599415,0.06529082792741167,-0.44199507070039645,1.022127260826043,0.16753134350252133,-0.26289334181172974,1.0939182966105847,-0.6055955005123553,0.7196563597836353,-0.352285068375655
BsP4,Buffer,Stream,0.5425687819198233,-0.07389801162149479,-1.6192325240400887,-0.6908718934815231,-1.3955435850283673,-0.8072722441427631,-0.15149676598462208,0.45390988338139454,1.05556335560839,-0.4076418767588765
BsP5,Buffer,Stream,2.276665519822601,-1.529534596217945,0.16769064660015323,-0.7974722941579594,0.6037313282977703,0.41884650208924723,-1.145254253853283,0.28646902804930047,-0.05016345467349607,-0.03957283890032096
BsP6,Buffer,Stream,0.47682960473220914,0.6295626795284684,-0.8959731899140179,-0.012183309288471401,-0.2389632357332806,1.5114285844503534,-1.2588986147992989,-0.6172339267240683,0.050543548081812294,0.14335451632375637
BsP7,Buffer,Stream,1.1861335494221845,-0.7509589707625499,-0.11827550508185229,0.36815886382194524,-0.39180792747488463,-0.9568971188938677,0.6535989111692909,-0.6238556194548877,0.5643378391663476,-0.49759644011821597
BsP8,Buffer,Stream,2.519329146023465,-0.5983487570526475,0.674839968928477,-0.32652118244258754,-0.013672849795476293,-0.8379842294108684,-0.69479887119494,0.5661542047205841,0.3447953663729187,-0.1534342425687808
BsP9,Buffer,Stream,1.2299383436218163,0.22083718281131867,-0.4792411883350184,-1.0569072636676413,-0.49936125149856625,-0.22319916254467081,-0.8314159649110037,0.4594130801374277,0.15651933439670468,0.22684133014102936
BsP10,Buffer,Stream,1.91288286693218,-0.8453192783151023,0.10279219239111326,-0.8318659870477882,0.28118631667766014,-0.6712837993747227,-1.0557824225876045,-0.05116713562826136,-0.23043513532532756,-0.520135692013659
BuP1,Buffer,Upland,1.125448090823945,-1.766156179338854,0.4092182197339968,-0.17523830602893634,0.5959205797637118,0.26250911019266054,-0.9534933033872945,-0.9067705811723903,0.02233104855814329,0.9262813381163753
BuP7,Buffer,Upland,2.0411875273654037,-0.1591918371195188,0.7211026572579223,0.22461005362599348,-0.009981562786913846,-0.5093902916421512,-0.41822771981436824,-0.1377527487377291,0.09231745146030863,0.2661363533263174
BuP9,Buffer,Upland,1.7695872069683583,0.2452654609712397,0.792425020712245,0.16580956938974292,0.18855083386410668,-0.7462641511431571,-0.1703361086165903,-0.5587667688050357,0.03446329962052226,-0.1637088681865689
TmP1,Transition,Major River,0.29581227423753276,-2.518236924051886,-0.19274274991330473,1.49657487925909,-1.6353749584208992,0.696144083829762,1.2492912672784304,1.13116118688208,-0.022599453989410344,0.3972056225932591
TmP2,Transition,Major River,0.9347883317985844,-1.665491296753249,0.24095623818245854,-2.1081118000830226,0.49434995209165244,1.6589357923268777,0.09928612459370464,0.1911557964157161,-1.2230004688271774,-0.5660286895785784
TmP3,Transition,Major River,-0.7273364898296708,-0.4998785869652427,0.4528059039777968,-1.517051462568128,-0.13888249648771286,-0.49509852274826255,-0.09113540144589789,1.369506355807662,-0.3320309342719114,0.42885432969625703
TmP4,Transition,Major River,-1.1807582653923787,0.67716140123324,-2.1434840906258077,2.3502960014770315,2.1528340103086196,-0.3752557404446083,0.353481265043861,0.3980367070088024,-0.5069671164728936,-0.3871456697961668
TmP5,Transition,Major River,-3.2822338164866425,-0.8171131674240361,0.8394670823439103,1.301124478473562,0.34155793276107527,-0.1197336979774915,0.03511958915259952,0.9259964592476648,0.12281334431361993,0.3416139353069657
TmP6,Transition,Major River,0.8796649216756398,-0.07687133704805463,0.08076677430287975,0.22714936379692624,-0.09648975741528172,-1.7527813748902414,-0.17848391507973502,0.6452590699987828,-0.2105091272770162,-0.12413324361400961
TmP7,Transition,Major River,-0.6662534374402648,-1.090611046909286,1.9341109726232526,0.16723474854999712,-0.6999974716884411,-0.722387498442428,0.2989078316015755,0.2469435250798455,0.16705737347876243,0.5111353121723776
TmP8,Transition,Major River,-0.11825942663332428,-0.41591743439911477,0.1287827322976908,1.5970301344731186,1.7593665627806903,-0.04142619229860199,-0.5783305818073844,0.11864336522528388,-0.8700463521474638,0.0590283581842396
TmP9,Transition,Major River,2.292541945917305,-2.630539841202431,-0.20903637656872204,1.0922767770963506,-2.3208966506463766,1.4868307917953056,1.02563246717545,0.8205905399851328,-1.009851429812566,-0.47909784635547126
TmP10,Transition,Major River,1.1116296358216644,-1.0227329658799236,-0.025388355628569156,0.5984824089785586,-1.3663460693929834,0.29564016022927925,-0.16439437530469,-0.06929161366091692,-0.5462699946012021,-0.12252363982105574
TsP3,Transition,Stream,1.8097312900911522,-1.5317402212400897,-1.3967951660239686,0.1273755110853061,1.469576290700531,-0.07982909881914181,0.605359522156513,-0.40012587556078943,0.25236180803021674,0.11226669126902676
TsP4,Transition,Stream,-3.0255432598464935,-0.5652306283624973,-1.8021377201174653,-0.08586371334252266,0.3790879263628412,0.013992720416395446,-0.5450439726908333,0.665113161102346,0.16244729307452607,-0.05203264961249565
TsP5,Transition,Stream,-3.17863773071128,-0.8577491240268016,-1.38422975203928,1.2073047829344068,0.2560928639109116,1.340901946318437,-1.2148438045086767,0.5852528783620145,0.9051400502531722,-0.3047527898619327
TsP7,Transition,Stream,-1.2127909096140737,-0.9344898682703543,-1.211372589997816,-0.2247586623856324,0.5954344724576376,-1.0383333529702081,-0.004010302761989462,0.1767781911392671,-0.19714571522136023,-0.2002216603710193
TsP8,Transition,Stream,-3.1021840486672727,-0.7716780055403437,-1.6275907046722693,-0.176050203886557,0.22886649067492323,-0.8925440395905725,-0.13870540607418747,0.31244940461243664,-0.26789167877361786,0.022355121455775975
TsP10,Transition,Stream,0.9776651191806802,-1.5122478664835504,-0.9886777863903294,0.3674599579417626,1.3451971891501648,-0.04902871117640241,-0.5346184881293493,-0.32778730730510525,-0.11375332540275958,-0.36456102919365463
TuP1,Transition,Upland,-0.5759863940106462,-2.557837644352644,3.6835872363608875,-1.2436335562091576,2.271106285780323,0.7736659973751596,1.307053136280698,0.3022303431764941,0.8914675054505813,-0.026305692320802404
