Zone,Habitat,Variable,N,Mean,SD,Median,Reference_Mean,Reference_SD,Standardized_Cell_Mean,Relative_Profile
Transition,Stream,FDis,10,1.5602301568802992,0.42995910098872814,1.6876494359757803,1.619373419856024,0.28382128710717003,-0.20838205470258608,NEAR_AVERAGE
Transition,Stream,FEve,10,0.7514402497862319,0.0918416295024636,0.7961673150708524,0.7670157097624055,0.08538747756395784,-0.18240918247651833,NEAR_AVERAGE
Transition,Stream,Estimated_Mean_DBH,10,27.11352098473422,2.9612321133697823,26.60496323529412,28.434281973481543,6.838080051514652,-0.19314792731254618,NEAR_AVERAGE
Transition,Stream,Estimated_Mean_Height,10,27.721808183646424,2.9314621249628954,27.152205882352945,27.767747892853237,4.506818726139017,-0.01019337852227517,NEAR_AVERAGE
Transition,Upland,Richness,10,5.0,1.699673171197595,5.0,9.455555555555556,3.402448262982431,-1.3095145645653459,VERY_LOW
Transition,Upland,Pielou,10,0.9341999999999999,0.05177472570880721,0.9365000000000001,0.9043555555555555,0.05759590167830805,0.5181695845502243,HIGH
Transition,Upland,CWM_WD,10,0.4339146825396825,0.02892144869708966,0.43261904761904757,0.5447764842800867,0.09524364367614438,-1.1639811063651244,VERY_LOW
Transition,Upland,CWM_SLA,10,16.95104981902592,2.775826859139896,16.601067965398933,14.499146391525384,2.6615652533832566,0.921226118496922,HIGH
Transition,Upland,CWM_Log10_Seed_Mass,10,2.7269730929069187,0.42769191904809084,2.648433375636599,2.2138487488002556,0.4000449141090909,1.2826668356711963,VERY_HIGH
Transition,Upland,CWM_Max_Height_m,10,19.710563209345235,6.852705202981086,20.132180304196428,24.927614751117996,4.64953537438431,-1.1220586836515039,VERY_LOW
Transition,Upland,FDis,10,1.7068082170563872,0.5565146748117966,1.6548256224293112,1.619373419856024,0.28382128710717003,0.30806285917288573,NEAR_AVERAGE
Transition,Upland,FEve,9,0.7443364764251426,0.1132547825653501,0.740609470032363,0.7670157097624055,0.08538747756395784,-0.26560373938058446,NEAR_AVERAGE
Transition,Upland,Estimated_Mean_DBH,10,22.604849206349208,1.9757636345335856,22.50079365079365,28.434281973481543,6.838080051514652,-0.8524955430788064,LOW
Transition,Upland,Estimated_Mean_Height,10,23.520535714285717,1.4563866339939742,23.54388888888889,27.767747892853237,4.506818726139017,-0.9423969404258905,LOW
